rpm,throttle,egt,cht,oil_temp,egt_residual,cht_residual,label
3395.12,0.5333,788.55,364.12,178.27,-1.2,10.27,LUBRICATION_ISSUE
4307.44,0.9428,1116.28,557.66,200.92,35.23,29.03,OVERHEATING
3830.46,0.7352,937.13,447.07,213.0,4.5,7.5,LUBRICATION_ISSUE
3903.35,0.7634,993.74,481.35,193.79,40.53,29.43,OVERHEATING
3727.5,0.706,908.49,426.56,180.61,-1.51,0.56,NORMAL
3395.27,0.5644,802.52,364.07,162.2,-5.89,-0.98,NORMAL
3967.17,0.8089,1014.15,482.34,203.23,30.42,12.1,OVERHEATING
3981.05,0.776,1011.32,485.67,197.72,46.65,26.87,OVERHEATING
2885.22,0.362,666.57,283.15,163.56,5.12,6.28,LUBRICATION_ISSUE
4317.14,0.9258,1108.0,543.35,204.3,36.66,20.54,OVERHEATING
2931.78,0.3784,680.76,291.25,163.69,7.13,7.07,LUBRICATION_ISSUE
3607.05,0.6381,861.69,397.88,169.99,-1.53,-0.05,NORMAL
3429.95,0.5725,812.72,373.07,164.44,-2.29,4.06,NORMAL
4335.21,0.9394,1106.24,552.08,205.12,25.83,23.83,OVERHEATING
3403.58,0.551,828.31,375.46,163.59,27.52,14.98,OVERHEATING
2980.16,0.4042,694.0,300.34,156.15,2.48,5.43,LUBRICATION_ISSUE
3027.89,0.4239,743.04,317.31,143.78,37.32,13.88,OVERHEATING
4265.64,0.9073,1060.03,519.69,200.79,2.34,5.08,NORMAL
3202.81,0.4954,781.72,356.59,155.99,24.32,22.15,OVERHEATING
4055.19,0.8114,1029.66,488.21,201.79,40.03,14.43,OVERHEATING
3543.27,0.6097,839.26,385.9,169.01,-3.72,0.12,NORMAL
3162.18,0.4411,721.8,320.57,168.72,-0.95,6.92,LUBRICATION_ISSUE
3285.23,0.5274,782.0,356.28,184.94,1.29,7.86,LUBRICATION_ISSUE
3719.61,0.6648,886.49,421.88,196.35,1.61,10.95,LUBRICATION_ISSUE
3563.59,0.6185,884.97,413.54,172.97,35.71,23.98,OVERHEATING
3295.04,0.51,769.86,341.5,155.11,-0.88,-0.94,NORMAL
3978.17,0.8052,983.55,477.63,230.29,1.52,8.41,LUBRICATION_ISSUE
3039.72,0.4184,737.43,320.97,143.92,34.42,19.16,OVERHEATING
3708.16,0.6961,904.84,431.72,199.74,1.8,9.89,LUBRICATION_ISSUE
2950.11,0.3999,689.06,292.77,138.64,1.62,0.3,NORMAL
3319.52,0.529,787.08,350.12,156.88,3.68,0.08,NORMAL
3360.99,0.5264,784.09,353.58,154.7,0.22,3.26,NORMAL
3322.13,0.5303,786.47,359.23,178.18,2.17,8.65,LUBRICATION_ISSUE
3618.73,0.6669,884.43,416.76,202.31,3.35,8.12,LUBRICATION_ISSUE
3397.77,0.5473,847.08,377.91,161.69,48.8,18.94,OVERHEATING
4234.4,0.8893,1048.25,511.91,221.15,2.94,4.72,LUBRICATION_ISSUE
3697.12,0.6961,923.94,432.62,183.89,21.42,11.11,OVERHEATING
3425.37,0.5691,854.02,390.48,162.87,41.28,22.84,OVERHEATING
3191.86,0.4635,768.35,348.5,150.65,30.67,25.89,OVERHEATING
4329.71,0.9278,1120.97,540.44,204.77,47.77,16.52,OVERHEATING
4282.12,0.9162,1085.48,538.54,202.21,21.68,20.26,OVERHEATING
4307.33,0.9301,1072.91,524.2,196.81,-0.5,0.16,NORMAL
2987.62,0.3941,689.95,297.69,165.61,4.09,6.18,LUBRICATION_ISSUE
4135.21,0.8324,1007.25,483.11,197.07,1.05,-0.61,NORMAL
3906.51,0.7708,980.77,473.57,192.61,22.96,18.88,OVERHEATING
3650.16,0.6448,874.42,411.95,191.7,5.02,10.31,LUBRICATION_ISSUE
3465.13,0.5965,834.17,391.32,190.68,3.05,12.65,LUBRICATION_ISSUE
3556.38,0.6332,858.39,405.91,194.54,0.62,11.26,LUBRICATION_ISSUE
3597.32,0.609,881.94,404.29,172.09,36.7,17.14,OVERHEATING
4124.76,0.8632,1051.73,513.57,203.9,27.56,19.07,OVERHEATING
3796.88,0.7147,945.26,451.1,185.63,26.62,19.92,OVERHEATING
3217.07,0.4803,750.32,337.54,177.76,1.31,8.13,LUBRICATION_ISSUE
4087.21,0.8134,993.25,486.43,231.04,0.83,10.97,LUBRICATION_ISSUE
3921.48,0.7901,1010.4,478.83,198.43,40.25,16.74,OVERHEATING
3395.8,0.5518,803.95,365.29,191.29,3.08,4.77,LUBRICATION_ISSUE
4258.41,0.9227,1067.07,523.96,200.01,0.55,4.05,NORMAL
3757.31,0.6967,908.37,424.2,180.38,2.46,0.65,NORMAL
4169.33,0.8608,1066.76,521.24,201.46,41.81,26.26,OVERHEATING
4146.37,0.8718,1070.44,512.1,202.81,40.06,13.87,OVERHEATING
3267.78,0.4996,801.58,364.93,156.52,38.45,27.05,OVERHEATING
3775.99,0.7102,919.3,428.44,187.07,4.36,-0.53,NORMAL
2890.17,0.3712,669.4,282.19,134.54,2.19,1.86,NORMAL
3621.02,0.6613,876.68,414.56,196.63,-1.13,7.88,LUBRICATION_ISSUE
3707.35,0.6743,890.26,415.97,178.76,0.34,2.01,NORMAL
4109.66,0.8523,1041.77,514.49,203.25,24.88,24.36,OVERHEATING
3527.86,0.6245,877.93,418.66,175.64,26.81,27.99,OVERHEATING
3606.57,0.6378,891.15,418.99,173.49,28.13,21.17,OVERHEATING
3844.67,0.7244,973.25,456.36,189.78,46.41,20.26,OVERHEATING
3031.1,0.4151,702.77,301.32,140.02,2.14,0.95,NORMAL
2928.84,0.3744,668.59,288.43,154.9,-2.48,5.79,LUBRICATION_ISSUE
2792.12,0.3159,632.32,256.44,127.94,3.2,-1.03,NORMAL
4300.73,0.9111,1102.77,544.83,199.96,41.08,27.81,OVERHEATING
3920.59,0.7517,948.0,449.61,191.61,0.94,1.37,NORMAL
3698.97,0.6787,938.71,440.04,181.27,46.55,24.74,OVERHEATING
3344.45,0.5241,782.09,355.41,180.89,0.42,6.41,LUBRICATION_ISSUE
4304.37,0.9285,1104.74,552.28,201.95,32.42,28.89,OVERHEATING
3260.77,0.5305,784.79,349.62,156.91,3.43,0.81,NORMAL
2879.53,0.3794,674.13,290.55,158.0,2.51,7.58,LUBRICATION_ISSUE
3453.16,0.583,876.8,394.19,172.34,54.36,20.73,OVERHEATING
3265.72,0.4988,812.33,352.74,157.68,49.76,15.2,OVERHEATING
4127.24,0.8271,1034.96,498.53,206.4,32.32,16.95,OVERHEATING
2937.63,0.3843,673.57,285.56,135.76,-3.89,-0.91,NORMAL
3904.27,0.775,961.93,453.47,195.67,1.7,-2.67,NORMAL
4224.77,0.8934,1096.05,522.41,202.49,48.79,14.05,OVERHEATING
4294.59,0.9337,1068.57,525.54,200.07,-6.37,0.58,NORMAL
3749.87,0.6857,934.23,440.3,183.64,35.32,20.96,OVERHEATING
3402.76,0.5436,798.74,357.58,158.58,2.42,-0.21,NORMAL
3536.36,0.6221,855.5,391.45,169.17,5.44,1.42,NORMAL
3002.3,0.4275,734.57,325.59,145.91,27.95,21.61,OVERHEATING
3855.83,0.7786,1003.44,479.35,198.14,43.51,23.39,OVERHEATING
3480.01,0.578,822.24,382.91,188.39,1.46,10.44,LUBRICATION_ISSUE
3632.07,0.6547,876.16,405.2,173.94,1.76,0.56,NORMAL
3256.23,0.4956,758.07,333.04,151.82,-2.11,-3.08,NORMAL
3659.45,0.6677,885.47,418.64,208.56,1.88,8.48,LUBRICATION_ISSUE
3605.2,0.6408,864.35,405.65,200.74,-0.39,6.8,LUBRICATION_ISSUE
3604.39,0.6559,919.74,429.75,174.64,45.98,25.49,OVERHEATING
2945.66,0.3861,682.46,291.34,167.37,3.5,3.96,LUBRICATION_ISSUE
3438.49,0.5863,828.16,384.02,190.1,4.43,9.79,LUBRICATION_ISSUE
3295.13,0.5178,777.57,349.36,175.72,2.11,4.09,LUBRICATION_ISSUE
3394.36,0.5472,842.76,381.0,164.24,44.71,22.17,OVERHEATING
3209.61,0.4627,739.29,320.32,148.99,1.21,-2.52,NORMAL
3475.12,0.5783,824.07,373.06,163.35,3.31,0.61,NORMAL
3178.45,0.4645,737.45,324.83,147.03,-0.19,2.25,NORMAL
3857.46,0.7366,939.71,440.95,184.78,4.87,0.04,NORMAL
3108.21,0.4402,752.17,335.98,148.4,32.61,24.25,OVERHEATING
3583.1,0.6187,851.47,397.05,193.59,1.08,6.82,LUBRICATION_ISSUE
3543.16,0.628,857.59,395.79,200.04,3.6,3.4,LUBRICATION_ISSUE
3441.56,0.583,860.39,384.57,166.84,38.53,11.45,OVERHEATING
4202.76,0.8709,1032.08,509.84,214.91,-0.6,10.23,LUBRICATION_ISSUE
3313.78,0.5397,794.03,365.97,177.42,4.5,12.26,LUBRICATION_ISSUE
3956.16,0.7778,1014.21,485.48,194.59,49.71,26.78,OVERHEATING
3424.66,0.5831,860.45,396.74,170.79,39.34,24.07,OVERHEATING
4210.9,0.8805,1043.38,507.22,223.34,4.56,3.93,LUBRICATION_ISSUE
3414.7,0.5598,832.32,379.41,163.89,25.72,15.46,OVERHEATING
4292.56,0.9343,1071.23,525.67,196.8,-3.95,0.56,NORMAL
4005.78,0.8145,991.81,485.0,218.91,2.84,11.61,LUBRICATION_ISSUE
3760.99,0.7067,940.97,445.07,188.02,28.89,17.82,OVERHEATING
3612.08,0.6542,874.08,406.14,197.23,0.94,2.25,LUBRICATION_ISSUE
3615.2,0.6494,898.87,420.52,177.83,28.48,18.28,OVERHEATING
4011.31,0.8146,987.85,487.38,216.94,-1.5,13.76,LUBRICATION_ISSUE
4331.74,0.9486,1121.03,557.85,204.31,35.26,26.39,OVERHEATING
3696.47,0.6768,932.96,429.51,184.87,42.08,14.98,OVERHEATING
3371.73,0.5334,782.97,358.47,179.63,-5.66,5.3,LUBRICATION_ISSUE
4015.32,0.8202,1019.25,498.45,203.08,26.37,22.71,OVERHEATING
4222.45,0.8844,1071.53,527.93,201.85,29.76,22.87,OVERHEATING
3868.57,0.7713,956.11,461.2,213.96,-0.12,7.46,LUBRICATION_ISSUE
3780.62,0.712,915.03,436.0,197.37,-1.2,6.26,LUBRICATION_ISSUE
3701.44,0.6752,894.52,420.84,205.78,4.36,6.74,LUBRICATION_ISSUE
4024.4,0.8149,1009.31,489.65,201.87,19.15,15.55,OVERHEATING
3452.8,0.5648,809.43,374.84,193.56,-2.1,7.93,LUBRICATION_ISSUE
3519.38,0.6225,887.1,417.92,170.5,37.64,28.25,OVERHEATING
3423.26,0.5747,821.19,367.83,164.36,5.18,-1.77,NORMAL
3811.77,0.7144,924.12,436.97,210.81,4.88,5.43,LUBRICATION_ISSUE
4006.26,0.7872,1004.5,474.43,197.31,31.84,10.83,OVERHEATING
4302.83,0.9396,1074.45,528.4,196.94,-4.46,1.06,NORMAL
3212.43,0.4992,753.18,337.17,154.49,-6.97,1.08,NORMAL
3192.48,0.4742,746.31,324.57,150.14,2.16,-1.92,NORMAL
3631.67,0.6512,869.92,402.97,175.66,-2.38,-0.41,NORMAL
3922.73,0.7575,954.35,450.56,190.42,3.71,0.18,NORMAL
3338.68,0.5273,786.79,349.09,156.01,3.47,-0.9,NORMAL
4129.68,0.8562,1023.68,489.96,200.92,3.48,-2.16,NORMAL
2992.93,0.388,686.12,289.26,136.18,3.68,-0.2,NORMAL
4138.32,0.8625,1026.5,502.34,219.3,2.09,7.69,LUBRICATION_ISSUE
3257.28,0.5,788.55,357.99,151.98,25.69,20.28,OVERHEATING
2942.1,0.4014,722.35,306.95,141.85,34.38,14.17,OVERHEATING
3166.02,0.4978,759.81,335.81,149.11,2.85,1.63,NORMAL
2845.64,0.3462,647.87,266.53,129.65,-2.11,-3.46,NORMAL
3187.46,0.4818,753.36,338.15,170.14,4.9,9.08,LUBRICATION_ISSUE
4320.67,0.9269,1067.86,525.15,199.0,-4.31,1.84,NORMAL
4207.62,0.8755,1036.82,510.65,219.23,1.13,9.24,LUBRICATION_ISSUE
3768.78,0.7117,916.72,437.17,195.31,1.29,7.91,LUBRICATION_ISSUE
2912.87,0.3594,665.76,275.77,131.51,4.49,-0.99,NORMAL
3459.79,0.5927,832.34,379.36,166.64,3.71,2.18,NORMAL
3594.41,0.6332,859.12,394.24,171.64,-0.54,-1.56,NORMAL
3955.71,0.798,982.82,470.14,218.96,6.25,4.2,LUBRICATION_ISSUE
3971.81,0.7717,1003.7,479.01,195.96,42.09,22.05,OVERHEATING
4136.02,0.8534,1018.56,493.15,199.56,-0.3,1.84,NORMAL
3911.22,0.7916,966.96,462.74,192.63,-3.54,0.44,NORMAL
3136.77,0.4388,716.74,318.78,173.9,-3.4,6.69,LUBRICATION_ISSUE
3758.24,0.6951,906.72,422.49,181.59,1.73,-0.51,NORMAL
3504.52,0.6072,844.42,387.36,200.32,4.9,3.64,LUBRICATION_ISSUE
3404.9,0.5747,811.48,370.77,163.88,-3.59,1.73,NORMAL
3545.93,0.6187,848.27,395.17,192.71,-0.22,6.08,LUBRICATION_ISSUE
3994.44,0.793,975.97,470.17,227.55,0.42,4.84,LUBRICATION_ISSUE
3455.64,0.5827,827.18,381.33,191.69,4.77,7.89,LUBRICATION_ISSUE
3269.82,0.5252,780.0,354.04,182.21,1.39,6.87,LUBRICATION_ISSUE
3348.51,0.5249,782.05,355.1,183.79,-0.32,5.68,LUBRICATION_ISSUE
3661.48,0.6621,884.39,417.45,195.06,4.03,9.23,LUBRICATION_ISSUE
2970.34,0.3953,687.17,298.47,159.36,1.49,7.06,LUBRICATION_ISSUE
3778.22,0.7279,927.64,444.28,208.88,1.98,8.89,LUBRICATION_ISSUE
4042.37,0.8239,996.65,478.82,199.5,0.19,0.94,NORMAL
3314.11,0.5332,788.19,353.27,157.89,2.59,1.91,NORMAL
3942.87,0.7825,965.18,460.57,194.02,-1.44,0.59,NORMAL
3376.28,0.5445,828.21,374.23,158.71,32.71,16.93,OVERHEATING
3531.34,0.6173,845.12,391.79,167.18,-1.84,3.62,NORMAL
4139.1,0.876,1036.94,502.91,198.87,4.37,3.36,NORMAL
3831.68,0.728,972.01,465.28,187.19,43.61,28.24,OVERHEATING
3177.38,0.457,736.01,318.3,146.92,2.92,-1.56,NORMAL
3368.66,0.5456,838.32,377.17,160.15,42.49,19.67,OVERHEATING
3589.63,0.6478,896.96,426.15,177.6,28.78,25.24,OVERHEATING
4123.39,0.8586,1022.17,495.77,230.15,0.83,2.97,LUBRICATION_ISSUE
3447.37,0.5779,818.21,371.65,160.84,-0.9,0.18,NORMAL
3798.3,0.7125,962.3,456.24,187.78,44.87,25.79,OVERHEATING
3661.8,0.6626,876.65,407.57,176.33,-4.01,-0.82,NORMAL
3625.36,0.6617,912.15,424.15,179.38,33.83,17.16,OVERHEATING
3701.37,0.6693,887.24,421.05,207.8,0.59,9.05,LUBRICATION_ISSUE
4032.89,0.8017,982.54,468.38,197.42,-0.12,-1.22,NORMAL
3156.95,0.4618,772.91,342.81,151.73,38.01,21.87,OVERHEATING
3101.05,0.4456,774.58,331.27,143.79,52.16,17.82,OVERHEATING
3770.89,0.715,917.65,435.18,209.75,0.08,4.64,LUBRICATION_ISSUE
4026.4,0.8069,1030.64,493.37,197.08,45.18,22.09,OVERHEATING
3924.48,0.7803,968.16,466.3,211.53,3.73,7.65,LUBRICATION_ISSUE
3142.49,0.4572,730.55,320.48,143.87,-0.91,1.6,NORMAL
4157.6,0.8647,1028.71,503.42,220.78,2.01,7.4,LUBRICATION_ISSUE
3567.12,0.6124,846.81,390.12,167.46,1.03,2.65,NORMAL
3909.99,0.7449,942.49,443.08,188.41,0.06,-2.38,NORMAL
4092.97,0.8306,1026.22,504.44,203.81,23.18,22.62,OVERHEATING
3116.97,0.4397,763.46,334.71,151.04,43.77,22.9,OVERHEATING
4334.47,0.9273,1108.64,544.04,200.85,35.55,20.18,OVERHEATING
3216.73,0.4776,788.56,343.78,153.32,41.18,15.35,OVERHEATING
3673.83,0.6737,918.26,430.32,180.96,30.37,17.58,OVERHEATING
3580.37,0.6299,857.07,391.44,172.51,0.14,-2.72,NORMAL
3196.36,0.495,762.76,335.9,151.52,5.96,1.82,NORMAL
3076.43,0.4288,757.31,329.87,140.77,46.21,23.21,OVERHEATING
3570.21,0.6185,888.39,404.32,170.73,38.77,14.55,OVERHEATING
3356.57,0.5037,815.84,364.28,157.67,45.76,22.23,OVERHEATING
3755.92,0.6931,902.86,427.7,206.12,-0.82,5.49,LUBRICATION_ISSUE
3013.9,0.4397,712.32,321.57,169.09,-2.19,12.86,LUBRICATION_ISSUE
3850.35,0.7302,933.11,440.13,186.38,2.45,1.73,NORMAL
3265.99,0.5129,795.15,365.04,155.22,24.14,22.44,OVERHEATING
3675.59,0.6717,927.12,434.46,183.84,40.33,22.38,OVERHEATING
4261.05,0.9282,1072.2,519.83,200.36,2.24,-2.15,NORMAL
2962.74,0.3688,669.48,281.68,134.99,0.08,0.05,NORMAL
4222.78,0.8946,1046.8,508.76,202.43,-1.12,0.01,NORMAL
3813.56,0.7239,926.7,435.11,187.55,1.65,0.09,NORMAL
3637.78,0.658,917.29,429.56,178.66,40.63,23.56,OVERHEATING
2980.31,0.3962,690.41,300.45,159.9,3.69,8.41,LUBRICATION_ISSUE
3018.92,0.393,685.18,290.59,137.0,-1.54,-1.44,NORMAL
4115.98,0.8705,1066.34,521.88,204.48,38.26,25.03,OVERHEATING
3059.55,0.4164,705.92,298.87,144.53,3.12,-2.81,NORMAL
3851.42,0.7335,932.42,440.27,186.79,-0.25,0.67,NORMAL
3089.8,0.4231,741.17,326.03,147.58,32.81,21.01,OVERHEATING
3784.14,0.7111,912.76,431.71,184.76,-3.08,2.2,NORMAL
3079.96,0.4282,707.92,317.73,161.14,-2.98,11.19,LUBRICATION_ISSUE
3583.98,0.6239,853.09,394.3,167.95,-0.47,2.16,NORMAL
3919.09,0.767,956.63,462.65,220.13,0.49,8.96,LUBRICATION_ISSUE
3087.67,0.4359,713.36,312.02,143.09,-2.55,2.47,NORMAL
2815.57,0.3338,642.85,263.21,127.44,1.81,-1.42,NORMAL
3400.72,0.5413,797.13,354.9,161.18,2.34,-1.97,NORMAL
2966.88,0.3919,692.83,297.79,164.28,9.32,7.68,LUBRICATION_ISSUE
3620.66,0.6398,908.58,411.91,173.22,43.65,12.95,OVERHEATING
3608.88,0.6493,903.14,428.89,177.79,33.1,26.87,OVERHEATING
3669.21,0.6846,896.1,426.64,208.04,1.88,10.1,LUBRICATION_ISSUE
4048.02,0.8263,1000.71,478.55,198.03,2.53,-0.35,NORMAL
3771.7,0.7107,954.08,447.96,185.96,39.07,18.95,OVERHEATING
3012.14,0.4006,693.12,297.65,167.62,2.17,3.07,LUBRICATION_ISSUE
3918.48,0.7619,981.7,464.55,191.64,28.65,12.72,OVERHEATING
3861.8,0.7422,941.11,451.75,206.74,2.72,8.72,LUBRICATION_ISSUE
3306.18,0.5146,807.34,361.52,158.52,33.27,17.08,OVERHEATING
3200.85,0.4748,745.82,334.86,178.75,0.92,7.92,LUBRICATION_ISSUE
3122.68,0.4595,779.07,332.04,152.63,47.25,12.94,OVERHEATING
3190.5,0.4754,744.49,337.24,180.03,-0.3,10.37,LUBRICATION_ISSUE
3462.62,0.5901,854.37,400.24,170.88,27.19,23.93,OVERHEATING
3309.78,0.5321,787.14,346.92,158.29,2.37,-3.94,NORMAL
4195.24,0.8729,1076.82,510.76,202.76,43.35,10.68,OVERHEATING
3515.06,0.6167,866.79,407.01,174.9,20.99,19.53,OVERHEATING
3387.12,0.5391,839.52,381.47,162.5,46.73,25.8,OVERHEATING
4096.67,0.8533,1012.81,495.45,224.25,-4.01,5.36,LUBRICATION_ISSUE
3284.0,0.5103,770.78,347.37,178.75,0.39,5.14,LUBRICATION_ISSUE
3722.63,0.674,907.71,433.12,179.96,17.19,18.81,OVERHEATING
3713.4,0.6739,932.79,436.94,179.82,42.8,22.94,OVERHEATING
4045.78,0.8113,1021.38,493.13,204.22,32.33,19.7,OVERHEATING
2952.55,0.3686,670.28,283.88,132.9,1.52,2.62,NORMAL
3917.15,0.7727,964.18,453.22,189.69,4.72,-2.45,NORMAL
4256.34,0.9199,1112.67,546.73,204.33,47.94,27.89,OVERHEATING
3359.96,0.5305,812.07,371.55,159.36,25.76,19.77,OVERHEATING
3231.86,0.4804,753.97,337.12,166.59,4.12,7.2,LUBRICATION_ISSUE
2989.9,0.3849,686.93,295.85,160.71,6.51,7.6,LUBRICATION_ISSUE
4289.56,0.9158,1093.69,539.06,204.79,29.73,20.68,OVERHEATING
4276.22,0.8867,1053.07,511.41,219.24,7.23,3.91,LUBRICATION_ISSUE
3641.41,0.66,909.87,432.97,181.5,31.77,26.11,OVERHEATING
3865.03,0.7549,949.76,451.06,220.34,3.55,3.34,LUBRICATION_ISSUE
3507.7,0.6137,835.83,386.28,170.14,-7.77,0.12,NORMAL
3730.77,0.6975,949.26,449.71,185.01,44.25,26.7,OVERHEATING
3791.87,0.7035,913.31,432.44,212.51,1.62,5.43,LUBRICATION_ISSUE
3784.83,0.7166,919.81,436.46,183.39,0.59,4.93,NORMAL
3034.25,0.4275,713.55,314.56,175.09,5.37,9.65,LUBRICATION_ISSUE
4247.2,0.8915,1052.15,509.1,200.47,4.92,0.76,NORMAL
3610.85,0.6459,865.2,397.63,173.92,-2.87,-3.21,NORMAL
3228.29,0.4922,786.85,349.26,152.66,30.12,15.22,OVERHEATING
3231.72,0.5066,764.2,345.95,181.87,-1.33,6.64,LUBRICATION_ISSUE
3935.97,0.7794,963.61,455.98,191.51,-0.85,-2.69,NORMAL
2978.88,0.3994,687.1,291.95,136.42,-1.46,-1.18,NORMAL
3601.05,0.6352,905.42,413.38,176.2,44.23,16.67,OVERHEATING
4112.6,0.8566,1046.44,507.97,202.68,26.85,16.22,OVERHEATING
3294.26,0.5139,774.06,351.45,183.76,1.01,7.62,LUBRICATION_ISSUE
4174.91,0.8678,1034.21,502.7,230.68,4.79,5.05,LUBRICATION_ISSUE
3961.41,0.8023,982.18,473.43,222.97,2.73,5.76,LUBRICATION_ISSUE
4240.47,0.9082,1092.77,541.33,204.95,35.82,27.15,OVERHEATING
4004.25,0.8094,984.59,478.44,229.24,-1.24,6.94,LUBRICATION_ISSUE
4118.86,0.8393,1039.26,512.3,200.25,29.73,26.59,OVERHEATING
3516.27,0.6256,855.67,393.81,186.95,4.52,3.12,LUBRICATION_ISSUE
4199.58,0.8771,1036.2,509.11,231.37,-0.01,7.38,LUBRICATION_ISSUE
4189.58,0.8778,1037.89,505.05,222.81,1.71,3.34,LUBRICATION_ISSUE
3250.67,0.5039,800.83,354.3,152.63,35.96,15.38,OVERHEATING
4022.46,0.8035,989.73,468.65,198.04,6.5,-1.29,NORMAL
3363.92,0.5491,793.3,359.24,161.34,-4.35,0.65,NORMAL
3741.61,0.7018,908.8,426.03,182.95,0.61,1.12,NORMAL
3382.47,0.5443,817.0,379.13,163.8,21.31,21.72,OVERHEATING
2874.22,0.3597,658.26,279.71,153.52,-1.25,4.0,LUBRICATION_ISSUE
3409.96,0.5688,816.35,377.52,181.16,4.58,10.46,LUBRICATION_ISSUE
3337.09,0.5397,790.28,364.78,182.07,-0.4,10.38,LUBRICATION_ISSUE
3595.15,0.6308,857.68,396.0,172.98,-0.55,1.07,NORMAL
3813.42,0.7172,916.62,440.09,208.0,-4.34,7.51,LUBRICATION_ISSUE
4056.76,0.8324,1040.01,509.77,202.13,37.73,28.4,OVERHEATING
3236.08,0.5003,770.53,342.5,182.38,8.53,5.3,LUBRICATION_ISSUE
4262.7,0.8985,1086.24,532.55,201.76,34.01,21.21,OVERHEATING
3554.61,0.6193,850.24,395.34,200.24,0.94,5.76,LUBRICATION_ISSUE
3252.46,0.4974,802.83,349.31,156.69,41.78,12.68,OVERHEATING
3285.53,0.5414,833.82,368.57,157.78,44.71,15.09,OVERHEATING
2812.36,0.3555,652.87,279.47,149.24,-1.03,7.13,LUBRICATION_ISSUE
3025.34,0.4076,696.66,305.41,158.9,0.8,7.89,LUBRICATION_ISSUE
4010.65,0.8054,980.74,473.06,223.44,-3.05,2.78,LUBRICATION_ISSUE
4168.82,0.8715,1031.03,504.9,221.49,-0.33,6.09,LUBRICATION_ISSUE
4085.33,0.8428,1010.05,497.62,221.45,0.12,11.67,LUBRICATION_ISSUE
4172.94,0.8655,1026.76,497.3,199.49,-1.17,0.54,NORMAL
2902.82,0.3709,664.31,281.11,133.85,-3.34,0.52,NORMAL
3895.46,0.759,978.35,480.78,189.81,28.19,30.69,OVERHEATING
3128.57,0.4475,732.82,323.02,161.5,7.9,8.07,LUBRICATION_ISSUE
3802.07,0.7128,968.63,440.22,184.79,50.83,9.54,OVERHEATING
3850.9,0.7488,942.44,444.85,188.03,0.64,-0.22,NORMAL
3139.95,0.4699,766.52,335.37,153.47,27.55,11.99,OVERHEATING
3929.97,0.7923,975.0,470.15,224.95,3.1,7.01,LUBRICATION_ISSUE
4195.59,0.8935,1046.73,505.86,199.04,0.86,-1.66,NORMAL
3604.55,0.6475,867.42,400.73,174.63,-1.29,-0.49,NORMAL
3528.78,0.5913,827.15,389.71,190.31,-4.06,10.99,LUBRICATION_ISSUE
3845.25,0.7143,942.17,450.34,184.76,21.35,17.84,OVERHEATING
3130.97,0.4512,727.36,321.21,172.36,0.12,4.87,LUBRICATION_ISSUE
3660.03,0.6705,909.02,427.53,176.94,23.73,16.36,OVERHEATING
4060.62,0.8391,1004.12,486.51,230.41,-2.35,2.63,LUBRICATION_ISSUE
3123.47,0.4561,730.25,328.56,169.53,0.41,10.66,LUBRICATION_ISSUE
3594.47,0.6588,873.39,406.96,174.96,-1.63,1.94,NORMAL
4020.35,0.8049,986.74,479.55,224.86,2.76,9.16,LUBRICATION_ISSUE
3950.34,0.7726,967.2,463.21,221.97,6.11,6.56,LUBRICATION_ISSUE
4152.3,0.8468,1043.9,500.14,207.42,28.19,10.72,OVERHEATING
4106.34,0.8449,1054.25,508.47,205.46,41.97,21.1,OVERHEATING
3845.51,0.7146,920.95,430.93,182.58,-0.06,-1.68,NORMAL
2774.11,0.3006,615.51,251.81,125.64,-3.56,0.36,NORMAL
3100.98,0.4522,759.88,330.04,150.51,33.48,14.21,OVERHEATING
3327.56,0.5275,809.17,366.73,159.13,26.28,17.0,OVERHEATING
3765.77,0.7062,915.57,429.79,212.79,3.58,2.59,LUBRICATION_ISSUE
3880.34,0.7596,956.49,461.0,213.48,6.71,11.13,LUBRICATION_ISSUE
3859.69,0.7609,989.12,467.44,194.07,39.58,17.71,OVERHEATING
4155.2,0.8582,1021.26,498.52,218.8,-1.41,4.92,LUBRICATION_ISSUE
3646.89,0.6682,882.66,418.28,199.09,-0.61,8.32,LUBRICATION_ISSUE
3644.84,0.6781,886.05,412.91,176.38,-3.07,-0.56,NORMAL
3990.79,0.8166,1021.72,487.23,198.16,32.21,13.53,OVERHEATING
3351.76,0.5367,789.01,359.25,187.87,-0.59,5.49,LUBRICATION_ISSUE
3818.28,0.7261,925.11,432.38,181.97,-1.45,-3.56,NORMAL
3179.14,0.4617,774.37,348.03,145.64,38.38,26.43,OVERHEATING
3202.98,0.4974,802.05,363.76,153.56,43.45,28.6,OVERHEATING
2984.28,0.4181,700.24,299.56,137.51,0.14,-0.5,NORMAL
2899.13,0.3496,652.84,277.19,128.1,-1.85,4.38,NORMAL
3845.55,0.7391,944.89,445.38,207.12,9.12,3.93,LUBRICATION_ISSUE
3746.65,0.6952,908.04,431.49,203.93,3.59,8.82,LUBRICATION_ISSUE
4340.62,0.9331,1100.94,550.14,203.48,24.03,23.99,OVERHEATING
3922.14,0.7711,957.45,458.15,192.05,-1.32,2.89,NORMAL
3276.44,0.5172,778.95,346.9,155.26,4.8,2.4,NORMAL
3436.59,0.5663,811.32,376.73,187.12,-0.28,9.77,LUBRICATION_ISSUE
